name,unique_values,score,normalized_score,IV,normalized_iv,QSDA_IDX,IV_IDX,IDX_DIFF,Source,Algorithm,Dimension,Stat
channel-0 landscape dim-1 max,997,0.8170781262029223,0.2928541231293539,0.17517269149494022,0.13093987481980152,2715,3610,-895,channel-0,landscape,dim-1,max
channel-0 landscape dim-1 mean,997,0.954589560384382,0.3428384815864699,0.2305152887014014,0.21024223193401054,2316,2402,-86,channel-0,landscape,dim-1,mean
channel-0 landscape dim-1 std,997,0.8949449293833929,0.3211581127230215,0.24636962424237013,0.23296046783804603,2490,2066,424,channel-0,landscape,dim-1,std
channel-0 landscape dim-1 sum,997,0.954589560384382,0.34283848158647,0.2305152887014014,0.21024223193401054,2315,2401,-86,channel-0,landscape,dim-1,sum
channel-0 landscape dim-1 norm-1,997,0.954589560384382,0.34283848158647,0.2305152887014014,0.21024223193401054,2314,2400,-86,channel-0,landscape,dim-1,norm-1
channel-0 landscape dim-1 norm-2,997,0.9017901120599204,0.3236462844641182,0.2523330675946104,0.2415056958942114,2468,1940,528,channel-0,landscape,dim-1,norm-2
channel-0 landscape dim-2 max,996,0.1844231987928614,0.0628888779876603,0.13059363790244255,0.06706097852194252,4579,4393,186,channel-0,landscape,dim-2,max
channel-0 landscape dim-2 mean,996,0.3568549897343466,0.1255665200261269,0.1474058591095484,0.0911518025408292,4162,4147,15,channel-0,landscape,dim-2,mean
channel-0 landscape dim-2 std,996,0.2292117632440279,0.0791691798667937,0.14045403988842545,0.08119029588420719,4521,4238,283,channel-0,landscape,dim-2,std
channel-0 landscape dim-2 sum,996,0.3568549897343467,0.125566520026127,0.1474058591095484,0.0911518025408292,4160,4148,12,channel-0,landscape,dim-2,sum
channel-0 landscape dim-2 norm-1,996,0.3568549897343467,0.125566520026127,0.1474058591095484,0.0911518025408292,4161,4146,15,channel-0,landscape,dim-2,norm-1
channel-0 landscape dim-2 norm-2,996,0.3226224662990198,0.1131232586168608,0.14462693689519157,0.08716978700560953,4296,4173,123,channel-0,landscape,dim-2,norm-2
channel-0 silhouette-1 dim-1 max,997,0.5520953347040909,0.1965348976475893,0.11576633743580911,0.04581441735572088,3564,4540,-976,channel-0,silhouette-1,dim-1,max
channel-0 silhouette-1 dim-1 mean,997,1.015909921380143,0.3651279655335811,0.19057656489098382,0.1530126276477533,2140,3288,-1148,channel-0,silhouette-1,dim-1,mean
channel-0 silhouette-1 dim-1 std,997,0.5851731024412176,0.2085584141600561,0.16910986856981675,0.12225224227276553,3466,3725,-259,channel-0,silhouette-1,dim-1,std
channel-0 silhouette-1 dim-1 sum,997,1.015909921380143,0.3651279655335811,0.19057656489098382,0.1530126276477533,2141,3289,-1148,channel-0,silhouette-1,dim-1,sum
channel-0 silhouette-1 dim-1 norm-1,997,1.015909921380143,0.3651279655335811,0.19057656489098382,0.1530126276477533,2142,3290,-1148,channel-0,silhouette-1,dim-1,norm-1
channel-0 silhouette-1 dim-1 norm-2,997,0.6650622930899619,0.237597526187397,0.15461828566421176,0.10148674262620604,3218,4009,-791,channel-0,silhouette-1,dim-1,norm-2
channel-0 silhouette-1 dim-2 max,996,0.7095228850316988,0.2537586125585765,0.20634997823489384,0.1756149072849429,3090,2944,146,channel-0,silhouette-1,dim-2,max
channel-0 silhouette-1 dim-2 mean,996,0.6846836661658706,0.2447297457812441,0.1660437408467129,0.11785867984655234,3166,3781,-615,channel-0,silhouette-1,dim-2,mean
channel-0 silhouette-1 dim-2 std,996,0.6684348603254793,0.2388234286777918,0.18762232236822518,0.148779389466542,3210,3357,-147,channel-0,silhouette-1,dim-2,std
channel-0 silhouette-1 dim-2 sum,996,0.6846836661658706,0.2447297457812441,0.1660437408467129,0.11785867984655234,3164,3780,-616,channel-0,silhouette-1,dim-2,sum
channel-0 silhouette-1 dim-2 norm-1,996,0.6846836661658706,0.2447297457812441,0.1660437408467129,0.11785867984655234,3165,3783,-618,channel-0,silhouette-1,dim-2,norm-1
channel-0 silhouette-1 dim-2 norm-2,996,0.6686288110080398,0.2388939282729551,0.1875480346630718,0.14867293999686337,3207,3361,-154,channel-0,silhouette-1,dim-2,norm-2
channel-0 silhouette-2 dim-1 max,997,0.8848675972384763,0.3174950792798662,0.13925580591189102,0.07947330420853609,2515,4265,-1750,channel-0,silhouette-2,dim-1,max
channel-0 silhouette-2 dim-1 mean,997,1.2775508703888532,0.4602324567357728,0.17111234137973033,0.12512165610404702,1399,3681,-2282,channel-0,silhouette-2,dim-1,mean
channel-0 silhouette-2 dim-1 std,997,1.055924999257145,0.3796731414180396,0.17082968531562548,0.1247166282725465,1986,3691,-1705,channel-0,silhouette-2,dim-1,std
channel-0 silhouette-2 dim-1 sum,997,1.2775508703888532,0.4602324567357728,0.17111234137973033,0.12512165610404702,1402,3679,-2277,channel-0,silhouette-2,dim-1,sum
channel-0 silhouette-2 dim-1 norm-1,997,1.2775508703888532,0.4602324567357728,0.17111234137973033,0.12512165610404702,1400,3680,-2280,channel-0,silhouette-2,dim-1,norm-1
channel-0 silhouette-2 dim-1 norm-2,997,1.0669409856471783,0.3836773685265399,0.17305905857812234,0.12791117575545274,1957,3640,-1683,channel-0,silhouette-2,dim-1,norm-2
channel-0 silhouette-2 dim-2 max,996,0.5425367840449776,0.1930604373212927,0.20093949369172215,0.16786203338560562,3595,3051,544,channel-0,silhouette-2,dim-2,max
channel-0 silhouette-2 dim-2 mean,996,0.6992952228799509,0.2500409353034863,0.15344441533958628,0.09980466248562393,3113,4026,-913,channel-0,silhouette-2,dim-2,mean
channel-0 silhouette-2 dim-2 std,996,0.6648827156200317,0.2375322511454977,0.15030513712098809,0.09530628013751348,3219,4084,-865,channel-0,silhouette-2,dim-2,std
channel-0 silhouette-2 dim-2 sum,996,0.6992952228799509,0.2500409353034863,0.15344441533958628,0.09980466248562393,3112,4028,-916,channel-0,silhouette-2,dim-2,sum
channel-0 silhouette-2 dim-2 norm-1,996,0.6992952228799509,0.2500409353034863,0.15344441533958628,0.09980466248562393,3111,4027,-916,channel-0,silhouette-2,dim-2,norm-1
channel-0 silhouette-2 dim-2 norm-2,996,0.6655379501452943,0.2377704239023973,0.15076510719089647,0.09596538745424534,3215,4082,-867,channel-0,silhouette-2,dim-2,norm-2
channel-0 entropy dim-1,997,0.3556109672787775,0.1251143273432566,0.1340964781307226,0.07208032168107871,4170,4341,-171,channel-0,entropy,dim-1,
channel-0 entropy dim-2,997,0.210478784848971,0.0723598849696703,0.12170616238026973,0.0543258017633632,4546,4486,60,channel-0,entropy,dim-2,
