Source,unique_values,score,normalized_score,IV,normalized_iv,QSDA_IDX,IV_IDX,IDX_DIFF
channel-4,994.3559322033898,0.9011027964961406,0.32339645049418236,0.15744254381908257,0.10553372162765655,2557.008474576271,3876.601694915254,-1319.593220338983
channel-6,996.1186440677966,0.8292665477337502,0.29728452147731516,0.173361302741273,0.1283442720641143,2751.7881355932204,3586.906779661017,-835.1186440677966
channel-0,996.7796610169491,0.6223700500430883,0.22207922116428666,0.17340341777958845,0.12840462018612073,3347.576271186441,3564.5338983050847,-216.95762711864407
channel-11,994.7966101694915,0.7057602838062627,0.25239093568499227,0.18706686963354252,0.14798346167584694,3081.7542372881358,3319.1101694915255,-237.35593220338984
channel-8,996.7627118644068,0.9014795706393934,0.3235334050241517,0.18706955043336154,0.1479873030883453,2651.008474576271,3313.813559322034,-662.8050847457627
channel-13,996.0932203389831,0.9411819302826169,0.3379649102136146,0.18717067067833254,0.14813220184956985,2504.6186440677966,3271.9830508474574,-767.3644067796611
channel-2,996.9661016949152,0.8790388174270607,0.3153763622350208,0.20333651158105176,0.17129680475998868,2674.508474576271,2960.6949152542375,-286.1864406779661
channel-26,993.6355932203389,1.2856752988170566,0.46318562455946527,0.21068744555207972,0.18183021700153362,1584.5169491525423,2854.2457627118642,-1269.7288135593221
channel-3,995.0169491525423,1.1706196496173598,0.42136377282512255,0.21609370854772955,0.18957704169671255,2053.177966101695,2734.3898305084745,-681.2118644067797
channel-7,969.728813559322,0.9473537155181413,0.34020830711634553,0.21943613096675432,0.19436651652586093,2477.2796610169494,2787.8474576271187,-310.56779661016947
channel-5,990.0508474576271,0.8192369578304617,0.29363884197518514,0.2223867869851245,0.1985946154785907,2743.6949152542375,2646.330508474576,97.36440677966101
channel-35,995.1355932203389,0.9703665685528963,0.3485733038313985,0.22359690298830298,0.2003286333288132,2345.262711864407,2638.9661016949153,-293.70338983050846
channel-20,954.9406779661017,1.0757016989119128,0.3868618210396788,0.23268004232302408,0.21334418365712476,2112.8898305084745,2475.4830508474574,-362.59322033898303
channel-9,987.1016949152543,1.0300220580414088,0.37025761967231763,0.23473572792581468,0.2162898479738693,2185.135593220339,2367.6525423728813,-182.51694915254237
channel-18,992.228813559322,1.1342240095274643,0.40813423499535273,0.23657232318479668,0.21892157001898235,2170.6610169491523,2330.7457627118642,-160.08474576271186
channel-30,978.2203389830509,1.399769473534987,0.5046579876463363,0.23760353990336622,0.22039923678212797,1414.5762711864406,2324.1271186440677,-909.5508474576271
