,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(9.9, 129.1)","(129.9, 236.3)","(237.1, 293.9)","(295.5, 453.1)","(454.7, 517.9)","(518.7, 610.7)","(611.5, 722.7)","(723.5, 769.9)","(770.7, 877.9)","(878.7, 938.7)"
"Time length, sec",119.19999999999999,106.4,56.79999999999998,157.60000000000002,63.19999999999999,92.0,111.20000000000005,46.39999999999998,107.19999999999993,60.0
Number of epochs,136,116,64,174,76,104,130,55,122,69
