Accuracy,AUC-ROC,Precision,Recall,F1-score,TOP-2 Accuracy,TOP-3 Accuracy,TOP-5 Accuracy,TOP-7 Accuracy,TOP-9 Accuracy
0.9912,0.9999282173097662,0.9912833865160916,0.9911367908042086,0.9911797652015741,0.9981,0.9995,0.9999,0.9999,1.0
0.9895,0.9998708702103573,0.9895077093267967,0.9894977522800315,0.98944252463668,0.9977,0.9999,1.0,1.0,1.0
0.9921,0.9999185705690528,0.9922013430012487,0.9919328762143687,0.992027706383397,0.9985,0.9998,1.0,1.0,1.0
0.9924,0.9999129890560964,0.992527088947919,0.992285452038766,0.9923655426823643,0.9982,0.9995,1.0,1.0,1.0
0.9909,0.9998284567171936,0.991073116711781,0.9906392518844918,0.9907988187050678,0.9979,0.999,0.9998,1.0,1.0
0.9892,0.9997465643112109,0.9896346077060887,0.989362323970789,0.989357195637021,0.9979,0.9992,0.9997,1.0,1.0
0.989,0.9998534224445251,0.9891640868441984,0.9886808214067818,0.9888552542984688,0.9974,0.9991,0.9999,1.0,1.0
0.9921,0.9998420418362719,0.9922074918865629,0.9920744314720477,0.9920968110532057,0.9984,0.9994,1.0,1.0,1.0
0.9937,0.9999107998777848,0.9936765799105352,0.9937156467979017,0.9936760215486208,0.9991,0.9997,0.9999,0.9999,1.0
0.9934,0.9999040608632213,0.9934183049611199,0.9933488279144818,0.993349209151708,0.9989,0.9997,0.9998,1.0,1.0
