name,score,mean,variance,unique_values,normalized_score
channel-0 landscape dim-1 max,0.14192778233857078,2.2501962399223633e-16,1.0,1642,0.027999625029925673
channel-0 landscape dim-1 mean,0.5324881250656853,-1.0277338595799257e-16,1.0,1642,0.11397876334298312
channel-0 landscape dim-1 std,0.6321471171572441,-2.2177414864619448e-16,1.0,1642,0.13591799610109995
channel-0 landscape dim-1 sum,0.5324881250656857,-2.4881977652987673e-17,1.0000000000000002,1642,0.1139787633429832
channel-0 landscape dim-1 norm-1,0.5324881250656857,-2.4881977652987673e-17,1.0000000000000002,1642,0.1139787633429832
channel-0 landscape dim-1 norm-2,0.6387397203039279,2.504425142028977e-16,1.0,1642,0.13736931175141384
channel-0 landscape dim-2 max,0.4577957386751933,-2.975019067205048e-17,1.0000000000000002,1498,0.0975357548809399
channel-0 landscape dim-2 mean,0.32268941881051216,1.5145551614862063e-17,1.0,1498,0.067793039884579
channel-0 landscape dim-2 std,0.1453861871921897,-1.0277338595799257e-16,1.0,1498,0.028760968762818723
channel-0 landscape dim-2 sum,0.32268941881051233,-4.3273004613891605e-18,1.0000000000000002,1498,0.06779303988457905
channel-0 landscape dim-2 norm-1,0.32268941881051233,-4.3273004613891605e-18,1.0000000000000002,1498,0.06779303988457905
channel-0 landscape dim-2 norm-2,0.1368803480505014,1.0277338595799257e-16,0.9999999999999998,1498,0.02688846753823122
channel-0 silhouette-1 dim-1 max,0.5313629297384184,-8.546418411243593e-17,1.0,1642,0.11373105943122194
channel-0 silhouette-1 dim-1 mean,0.796465226821388,-1.0169156084264528e-16,1.0,1642,0.1720914830954638
channel-0 silhouette-1 dim-1 std,0.6570066515812982,-5.1927605536669925e-17,1.0000000000000002,1642,0.14139064940153337
channel-0 silhouette-1 dim-1 sum,0.7964652268213879,-7.68095831896576e-17,1.0,1642,0.17209148309546377
channel-0 silhouette-1 dim-1 norm-1,0.7964652268213879,-7.68095831896576e-17,1.0,1642,0.17209148309546377
channel-0 silhouette-1 dim-1 norm-2,0.6657657460567471,1.2981901384167482e-16,1.0,1642,0.14331890302335065
channel-0 silhouette-1 dim-2 max,0.8159162079496927,2.9209278114376834e-17,1.0,1498,0.1763734810706747
channel-0 silhouette-1 dim-2 mean,0.858681065960998,9.736426038125612e-18,0.9999999999999998,1498,0.18578786660766541
channel-0 silhouette-1 dim-2 std,0.5249982257985687,7.572775807431032e-18,1.0,1498,0.11232991420345788
channel-0 silhouette-1 dim-2 sum,0.8586810659609985,-1.2657353849563294e-16,1.0,1498,0.1857878666076655
channel-0 silhouette-1 dim-2 norm-1,0.8586810659609985,-1.2657353849563294e-16,1.0,1498,0.1857878666076655
channel-0 silhouette-1 dim-2 norm-2,0.5245721055091201,-3.5700228806460576e-17,1.0000000000000002,1498,0.11223610679062974
channel-0 silhouette-2 dim-1 max,0.6945918934581763,1.9040122030112307e-16,1.0000000000000002,1642,0.1496647785343002
channel-0 silhouette-2 dim-1 mean,0.9858380364640258,4.1109354383197026e-17,1.0000000000000002,1642,0.21378058772730044
channel-0 silhouette-2 dim-1 std,0.8490147952105644,3.137292834507141e-17,1.0,1642,0.18365990444944988
channel-0 silhouette-2 dim-1 sum,0.9858380364640239,3.2454753460418705e-17,1.0,1642,0.21378058772730002
channel-0 silhouette-2 dim-1 norm-1,0.9858380364640239,3.2454753460418705e-17,1.0,1642,0.21378058772730002
channel-0 silhouette-2 dim-1 norm-2,0.3416151967344093,-1.5145551614862063e-17,1.0000000000000002,1642,0.07195941803357071
channel-0 silhouette-2 dim-2 max,0.8288299607522018,-3.0291103229724126e-17,1.0,1498,0.17921635377657905
channel-0 silhouette-2 dim-2 mean,0.6036923393413274,1.2549171338028565e-16,0.9999999999999999,1498,0.12965387501696976
channel-0 silhouette-2 dim-2 std,0.39096680326718675,-2.4881977652987673e-17,1.0,1498,0.08282383036592572
