,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(5.5, 296.5)","(297.5, 342.5)","(343.5, 691.5)","(692.5, 911.5)","(913.5, 1127.5)","(1128.5, 1189.5)","(1190.5, 1478.5)","(1479.5, 1758.5)","(1759.5, 2044.5)"
"Time length, sec",291.0,45.0,348.0,219.0,214.0,61.0,288.0,279.0,285.0
Number of epochs,280,46,325,206,204,59,268,258,265
