Accuracy,AUC-ROC,Precision,Recall,F1-score,TOP-2 Accuracy,TOP-3 Accuracy,TOP-5 Accuracy,TOP-7 Accuracy,TOP-9 Accuracy
0.9551,0.9983654152560048,0.9543431481942278,0.9541957972278021,0.9541792444577025,0.9887,0.9965,0.9988,0.9997,1.0
0.9636,0.998903720260561,0.962840013103875,0.9629139350170959,0.9628395616136837,0.9909,0.9969,0.9991,0.9999,1.0
0.9671,0.9990986998821697,0.9668304674747737,0.9661034221965034,0.9663364462300716,0.9921,0.9978,0.9995,0.9999,1.0
0.9679,0.9991692053231878,0.9680170008460612,0.9669178149271553,0.9672415176846441,0.9921,0.9977,0.9994,0.9999,1.0
0.9723,0.9992841364680572,0.9717079275235475,0.971792968333866,0.9717251153653397,0.9933,0.9983,0.9995,0.9999,1.0
0.9724,0.9993458407602247,0.9719640445474095,0.971687042372863,0.9717985924396986,0.9932,0.9984,0.9996,0.9999,1.0
0.9728,0.9993814636749733,0.9722945408092043,0.9722574833060473,0.9722170832382384,0.9933,0.998,0.9996,0.9999,1.0
0.9735,0.9994096887896597,0.9731687832369762,0.9728665505310017,0.97295920633234,0.9936,0.9986,0.9996,0.9999,1.0
0.9746,0.9994174805128891,0.9742416163858332,0.9740293433642199,0.9740933911277354,0.9935,0.9985,0.9995,0.9998,1.0
0.975,0.9994466141531665,0.974870953147609,0.9742214185103212,0.9744474235751136,0.9939,0.9984,0.9997,1.0,1.0
