,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(6.5, 116.5)","(117.5, 424.5)","(425.5, 656.5)","(657.5, 864.5)","(865.5, 1029.5)","(1030.5, 1371.5)","(1372.5, 1508.5)","(1510.5, 1563.5)","(1564.5, 1766.5)"
"Time length, sec",110.0,307.0,231.0,207.0,164.0,341.0,136.0,53.0,202.0
Number of epochs,110,289,209,195,156,315,131,52,194
