,St_len_min,K_nb_max,N_cl_max,N_stages,Cl_cen,St_edges,Ward_dist,Cen_dist,Silh,Cal-Har,Dav-Bold,Avg-Silh,Avg-Cal-Har,Avg-Dav-Bold,AMI,ARI,FMI
33,0,50,20,3,Median,"[0, 263, 649, 1046]",684.0254525003753,1.691263099267153,0.10245325228859772,219.52706612004914,5.6375518815999905,0.1744696043980543,187.1782783784139,4.513538585524694,0.6044582455283952,0.4213252630708541,0.5900489631310146
33,0,50,20,4,Median,"[0, 263, 531, 842, 1046]",411.3126658198393,1.3013775173167508,0.09025572436485668,147.795728425894,6.756526298647057,0.12878307486554155,113.61484366034965,5.81672522825603,0.7166359124341248,0.5913798582218083,0.6936323046414506
0,0,35,10,5,Median,"[0, 46, 284, 512, 812, 1046]",283.65429493052943,1.5194585549001185,-0.006964788259296385,126.09316992738876,5.0732331306825245,0.1199942741918327,81.22810969907816,3.6117655177860133,0.7705783196888708,0.6645156110989594,0.7450300123904784
0,0,35,10,6,Median,"[0, 46, 284, 490, 659, 841, 1046]",256.9015763917751,1.4785650475154313,-0.016236742618061805,107.31997434650528,7.247943020296897,0.11663454476742599,74.28724411754283,4.214647773611366,0.8306326816152374,0.77347381735659,0.8169690269105816
16,0,40,20,7,Mode,"[0, 46, 284, 486, 710, 841, 1024, 1046]",227.31470727955312,1.442781072565797,-0.06824008772199813,93.45854457396635,6.3968058529954765,0.08887302160616989,65.21480262602427,3.2375970904955333,0.8169467730586509,0.7627361387592774,0.8065824540236766
7,0,35,20,8,Mode,"[0, 46, 284, 363, 486, 710, 841, 976, 1046]",129.56999318202114,1.4038216073396512,-0.0393048568810972,84.7117405162689,6.377820621826729,0.10287463489077735,38.256705807725716,2.858027287059518,0.8286311791848218,0.7287275930761424,0.7697963567882331
7,0,35,20,9,Mode,"[0, 46, 104, 284, 363, 486, 710, 841, 976, 1046]",97.10834162693138,1.2471858110026495,-0.06425357960066336,79.24759659139164,5.944994708043876,0.09476615649566583,30.93344712778507,2.7989492385280927,0.8028475541395903,0.6360100846662265,0.6873243180043502
34,0,50,20,10,Mode,"[0, 46, 104, 284, 325, 486, 573, 658, 815, 1024, 1046]",51.07813412738276,1.03401804517756,-0.10769660773405215,66.17785294328829,5.082601575602937,0.0619549912377135,17.897240741473425,3.7931158359576784,0.7832542170742833,0.6420931821513043,0.6924944854499138
116,60,35,20,11,Mean,"[0, 115, 252, 284, 358, 489, 649, 709, 782, 874, 976, 1046]",55.28781958198048,1.067309499211105,-0.05186550285739214,63.531446484636476,6.989917535457237,0.06899455098334964,17.195681385020478,3.590664030004315,0.8048558004236392,0.6118667255468899,0.6679148456697535
78,40,35,20,12,Median,"[0, 46, 104, 252, 284, 363, 486, 556, 647, 710, 841, 976, 1046]",53.36395362547912,1.1577345281284115,-0.11068358529706662,62.16763573610699,5.735977096749668,0.07844754316945059,18.121401775734196,2.8491228627340264,0.813568993207316,0.6383021837854309,0.6937725331685658
134,60,45,20,13,Mean,"[0, 103, 134, 253, 284, 355, 485, 524, 650, 709, 782, 870, 976, 1046]",32.01968189107122,0.9767712227786821,-0.07788871736770925,53.89788040852507,7.280225723513591,0.0626519870033941,10.558003901155974,3.815522352940434,0.7947530737533165,0.5942232413826287,0.6575603463667767
107,40,50,20,14,Mean,"[0, 46, 111, 178, 263, 318, 365, 488, 543, 651, 708, 783, 859, 975, 1046]",36.480998397890325,0.9715530144415988,-0.10976250708764285,50.77828639082239,7.024314829439333,0.05856561483259261,12.669242484078076,3.7143983783680388,0.8078882258790626,0.5975606215388544,0.6689343910439853
44,20,35,20,15,Mean,"[0, 46, 114, 196, 251, 285, 361, 487, 515, 565, 650, 717, 811, 849, 976, 1046]",34.62685378088317,1.0251103852268149,-0.14416739025095546,48.038667312104174,6.436028909703247,0.06290470683717532,12.201423467306181,3.6372468983032555,0.7949038600645194,0.5793813329539564,0.6523415019009857
44,20,35,20,16,Mean,"[0, 46, 114, 196, 251, 285, 361, 487, 515, 565, 650, 708, 759, 811, 849, 976, 1046]",31.64348487218845,0.9739869455602677,-0.14470992686160936,45.14901947708429,7.436675813338934,0.057918607798334985,11.253822126237168,4.3999610165925,0.7945689025210688,0.5777025380123048,0.6549481493698704
