,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(9.9, 49.9)","(51.5, 101.1)","(101.9, 265.1)","(265.9, 338.7)","(339.5, 449.9)","(450.7, 644.3)","(646.7, 757.9)","(758.7, 877.1)","(877.9, 938.7)"
"Time length, sec",40.0,49.599999999999994,163.20000000000002,72.80000000000001,110.39999999999998,193.59999999999997,111.19999999999993,118.39999999999998,60.80000000000007
Number of epochs,46,58,180,79,123,224,131,135,70
